entry,at,order
"Uncalled bet of 0.80 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:44:51.839Z,162520109183900
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:44:51.032Z,162520109103200
"""NotNa @ xab-egRwTG"" raises to 1.00",2021-07-02T04:44:46.003Z,162520108600300
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T04:44:42.133Z,162520108213300
"Turn: 8♣, Q♦, K♠ [J♠]",2021-07-02T04:44:40.812Z,162520108081200
"""not Krish @ p0RkKY2sKx"" calls 0.40",2021-07-02T04:44:39.999Z,162520107999900
"""NotNa @ xab-egRwTG"" raises to 0.40",2021-07-02T04:44:37.321Z,162520107732100
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T04:44:34.659Z,162520107465900
"Flop:  [8♣, Q♦, K♠]",2021-07-02T04:44:31.913Z,162520107191300
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:44:31.086Z,162520107108600
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T04:44:15.039Z,162520105503900
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:44:10.551Z,162520105055100
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:44:08.987Z,162520104898706
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:44:08.987Z,162520104898705
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (3.11) | #6 ""not Krish @ p0RkKY2sKx"" (19.99) | #10 ""NotNa @ xab-egRwTG"" (26.90)",2021-07-02T04:44:08.987Z,162520104898701
"-- starting hand #64  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:44:08.987Z,162520104898700
"""NotNa @ xab-egRwTG"" shows a 8♥, 9♥.",2021-07-02T04:44:02.674Z,162520104267400
"""Zek @ TkiNIriU_5"" shows a 7♠, 7♣.",2021-07-02T04:44:02.544Z,162520104254400
"-- ending hand #63 --",2021-07-02T04:44:01.957Z,162520104195702
"""not Krish @ p0RkKY2sKx"" collected 5.60 from pot with Flush, Kh High (combination: K♥, 7♥, 6♥, 3♥, 2♥)",2021-07-02T04:44:01.957Z,162520104195701
"""not Krish @ p0RkKY2sKx"" shows a 6♥, J♣.",2021-07-02T04:44:01.957Z,162520104195700
"""Zek @ TkiNIriU_5"" calls 1.00",2021-07-02T04:44:01.128Z,162520104112800
"""not Krish @ p0RkKY2sKx"" bets 1.00",2021-07-02T04:43:56.642Z,162520103664200
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:43:52.574Z,162520103257400
"River: 2♥, K♥, 3♥, 7♥ [8♣]",2021-07-02T04:43:50.690Z,162520103069000
"""Zek @ TkiNIriU_5"" calls 0.90",2021-07-02T04:43:49.883Z,162520102988300
"""not Krish @ p0RkKY2sKx"" bets 0.90",2021-07-02T04:43:45.020Z,162520102502000
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:43:40.654Z,162520102065400
"Turn: 2♥, K♥, 3♥ [7♥]",2021-07-02T04:43:38.551Z,162520101855100
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:43:37.741Z,162520101774100
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:43:36.065Z,162520101606500
"Flop:  [2♥, K♥, 3♥]",2021-07-02T04:43:34.029Z,162520101402900
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:43:33.223Z,162520101322300
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T04:43:30.244Z,162520101024400
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:43:26.811Z,162520100681100
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:43:23.031Z,162520100303100
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:43:17.214Z,162520099721406
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:43:17.214Z,162520099721405
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (5.81) | #6 ""not Krish @ p0RkKY2sKx"" (17.09) | #10 ""NotNa @ xab-egRwTG"" (27.10)",2021-07-02T04:43:17.214Z,162520099721401
"-- starting hand #63  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:43:17.214Z,162520099721400
"""NotNa @ xab-egRwTG"" shows a 3♠, A♦.",2021-07-02T04:43:15.078Z,162520099507800
"""Zek @ TkiNIriU_5"" shows a 7♦, Q♦.",2021-07-02T04:43:13.794Z,162520099379400
"-- ending hand #62 --",2021-07-02T04:43:12.904Z,162520099290402
"""Zek @ TkiNIriU_5"" collected 0.80 from pot",2021-07-02T04:43:12.904Z,162520099290401
"Uncalled bet of 1.00 returned to ""Zek @ TkiNIriU_5""",2021-07-02T04:43:12.904Z,162520099290400
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:43:12.081Z,162520099208100
"""Zek @ TkiNIriU_5"" bets 1.00",2021-07-02T04:43:10.720Z,162520099072000
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:43:07.104Z,162520098710400
"Turn: J♦, 7♠, 6♥ [2♦]",2021-07-02T04:43:02.011Z,162520098201100
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:43:01.199Z,162520098119900
"""Zek @ TkiNIriU_5"" bets 0.20",2021-07-02T04:42:58.606Z,162520097860600
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:42:56.632Z,162520097663200
"Flop:  [J♦, 7♠, 6♥]",2021-07-02T04:42:49.870Z,162520096987000
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:42:49.062Z,162520096906200
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:42:47.172Z,162520096717200
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:42:42.820Z,162520096282000
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:42:38.603Z,162520095860306
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:42:38.603Z,162520095860305
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (5.41) | #6 ""not Krish @ p0RkKY2sKx"" (17.09) | #10 ""NotNa @ xab-egRwTG"" (27.50)",2021-07-02T04:42:38.603Z,162520095860301
"-- starting hand #62  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:42:38.603Z,162520095860300
"""Zek @ TkiNIriU_5"" shows a 6♣, 8♣.",2021-07-02T04:42:36.407Z,162520095640700
"""not Krish @ p0RkKY2sKx"" shows a 5♥, 4♥.",2021-07-02T04:42:36.341Z,162520095634100
"-- ending hand #61 --",2021-07-02T04:42:34.263Z,162520095426302
"""not Krish @ p0RkKY2sKx"" collected 3.60 from pot",2021-07-02T04:42:34.263Z,162520095426301
"Uncalled bet of 0.90 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:42:34.263Z,162520095426300
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:42:33.454Z,162520095345400
"""not Krish @ p0RkKY2sKx"" raises to 1.80",2021-07-02T04:42:23.964Z,162520094396400
"""Zek @ TkiNIriU_5"" bets 0.90",2021-07-02T04:42:21.729Z,162520094172900
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:42:15.195Z,162520093519500
"Flop:  [3♠, 4♦, Q♣]",2021-07-02T04:42:11.735Z,162520093173500
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:42:10.928Z,162520093092800
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T04:42:08.638Z,162520092863800
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:42:07.039Z,162520092703900
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:42:03.759Z,162520092375906
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:42:03.759Z,162520092375905
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (7.11) | #6 ""not Krish @ p0RkKY2sKx"" (15.19) | #10 ""NotNa @ xab-egRwTG"" (27.70)",2021-07-02T04:42:03.759Z,162520092375901
"-- starting hand #61  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:42:03.759Z,162520092375900
"""not Krish @ p0RkKY2sKx"" shows a 2♥, 7♣.",2021-07-02T04:42:00.324Z,162520092032400
"""NotNa @ xab-egRwTG"" shows a 3♠, 3♥.",2021-07-02T04:41:59.970Z,162520091997000
"-- ending hand #60 --",2021-07-02T04:41:59.415Z,162520091941502
"""not Krish @ p0RkKY2sKx"" collected 1.42 from pot",2021-07-02T04:41:59.415Z,162520091941501
"Uncalled bet of 0.72 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:41:59.415Z,162520091941500
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:41:58.611Z,162520091861100
"""not Krish @ p0RkKY2sKx"" bets 0.72",2021-07-02T04:41:55.907Z,162520091590700
"Turn: 7♦, A♠, K♥ [4♥]",2021-07-02T04:41:49.392Z,162520090939200
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:41:48.584Z,162520090858400
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:41:45.817Z,162520090581700
"Flop:  [7♦, A♠, K♥]",2021-07-02T04:41:40.730Z,162520090073000
"""not Krish @ p0RkKY2sKx"" calls 0.66",2021-07-02T04:41:39.921Z,162520089992100
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:41:38.931Z,162520089893100
"""NotNa @ xab-egRwTG"" raises to 0.66",2021-07-02T04:41:37.493Z,162520089749300
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:41:28.518Z,162520088851806
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:41:28.518Z,162520088851805
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (7.21) | #6 ""not Krish @ p0RkKY2sKx"" (14.43) | #10 ""NotNa @ xab-egRwTG"" (28.36)",2021-07-02T04:41:28.518Z,162520088851801
"-- starting hand #60  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:41:28.518Z,162520088851800
"""not Krish @ p0RkKY2sKx"" shows a 9♥, J♥.",2021-07-02T04:41:25.877Z,162520088587700
"""Zek @ TkiNIriU_5"" shows a 5♦, 2♠.",2021-07-02T04:41:24.697Z,162520088469700
"""NotNa @ xab-egRwTG"" shows a 6♠, 7♠.",2021-07-02T04:41:24.568Z,162520088456800
"-- ending hand #59 --",2021-07-02T04:41:23.493Z,162520088349302
"""Zek @ TkiNIriU_5"" collected 2.60 from pot",2021-07-02T04:41:23.493Z,162520088349301
"Uncalled bet of 0.80 returned to ""Zek @ TkiNIriU_5""",2021-07-02T04:41:23.493Z,162520088349300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:41:22.685Z,162520088268500
"""Zek @ TkiNIriU_5"" bets 0.80",2021-07-02T04:41:20.493Z,162520088049300
"River: K♠, 2♦, K♣, 8♥ [7♥]",2021-07-02T04:41:16.746Z,162520087674600
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T04:41:15.874Z,162520087587400
"""Zek @ TkiNIriU_5"" bets 0.60",2021-07-02T04:41:14.637Z,162520087463700
"Turn: K♠, 2♦, K♣ [8♥]",2021-07-02T04:41:08.544Z,162520086854400
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:41:07.737Z,162520086773700
"""not Krish @ p0RkKY2sKx"" calls 0.40",2021-07-02T04:41:05.267Z,162520086526700
"""Zek @ TkiNIriU_5"" bets 0.40",2021-07-02T04:41:04.136Z,162520086413600
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:40:58.936Z,162520085893600
"Flop:  [K♠, 2♦, K♣]",2021-07-02T04:40:54.852Z,162520085485200
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:40:54.045Z,162520085404500
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:40:53.200Z,162520085320000
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T04:40:50.058Z,162520085005800
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:40:48.072Z,162520084807206
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:40:48.072Z,162520084807205
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (5.81) | #6 ""not Krish @ p0RkKY2sKx"" (15.63) | #10 ""NotNa @ xab-egRwTG"" (28.56)",2021-07-02T04:40:48.072Z,162520084807201
"-- starting hand #59  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:40:48.072Z,162520084807200
"""not Krish @ p0RkKY2sKx"" shows a 5♦, Q♠.",2021-07-02T04:40:45.241Z,162520084524100
"-- ending hand #58 --",2021-07-02T04:40:44.464Z,162520084446402
"""not Krish @ p0RkKY2sKx"" collected 0.40 from pot",2021-07-02T04:40:44.464Z,162520084446401
"Uncalled bet of 0.40 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:40:44.464Z,162520084446400
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:40:43.657Z,162520084365700
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:40:31.851Z,162520083185100
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:40:28.995Z,162520082899500
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:40:27.718Z,162520082771806
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:40:27.718Z,162520082771805
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (5.81) | #6 ""not Krish @ p0RkKY2sKx"" (15.43) | #10 ""NotNa @ xab-egRwTG"" (28.76)",2021-07-02T04:40:27.718Z,162520082771801
"-- starting hand #58  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:40:27.718Z,162520082771800
"""Zek @ TkiNIriU_5"" shows a 5♣, 3♥.",2021-07-02T04:40:24.054Z,162520082405400
"""not Krish @ p0RkKY2sKx"" shows a 10♥, 2♥.",2021-07-02T04:40:23.618Z,162520082361800
"""NotNa @ xab-egRwTG"" shows a J♦, A♥.",2021-07-02T04:40:23.095Z,162520082309500
"-- ending hand #57 --",2021-07-02T04:40:22.675Z,162520082267502
"""not Krish @ p0RkKY2sKx"" collected 1.64 from pot",2021-07-02T04:40:22.675Z,162520082267501
"Uncalled bet of 0.82 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:40:22.675Z,162520082267500
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:40:21.862Z,162520082186200
"""not Krish @ p0RkKY2sKx"" bets 0.82",2021-07-02T04:40:17.213Z,162520081721300
"Turn: 3♣, 3♦, 6♥ [7♣]",2021-07-02T04:40:13.980Z,162520081398000
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:40:13.172Z,162520081317200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:40:11.311Z,162520081131100
"Flop:  [3♣, 3♦, 6♥]",2021-07-02T04:40:09.115Z,162520080911500
"""not Krish @ p0RkKY2sKx"" calls 0.77",2021-07-02T04:40:08.307Z,162520080830700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:40:02.690Z,162520080269000
"""NotNa @ xab-egRwTG"" raises to 0.77",2021-07-02T04:40:01.818Z,162520080181800
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:39:54.954Z,162520079495406
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:39:54.954Z,162520079495405
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (5.91) | #6 ""not Krish @ p0RkKY2sKx"" (14.56) | #10 ""NotNa @ xab-egRwTG"" (29.53)",2021-07-02T04:39:54.954Z,162520079495401
"-- starting hand #57  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:39:54.954Z,162520079495400
"""Zek @ TkiNIriU_5"" shows a 9♣, 7♦.",2021-07-02T04:39:52.162Z,162520079216200
"""not Krish @ p0RkKY2sKx"" shows a 4♥, 6♠.",2021-07-02T04:39:51.629Z,162520079162900
"""NotNa @ xab-egRwTG"" shows a A♥, 9♠.",2021-07-02T04:39:50.688Z,162520079068800
"-- ending hand #56 --",2021-07-02T04:39:49.927Z,162520078992702
"""NotNa @ xab-egRwTG"" collected 0.40 from pot",2021-07-02T04:39:49.927Z,162520078992701
"Uncalled bet of 0.76 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:39:49.927Z,162520078992700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:39:49.111Z,162520078911100
"""NotNa @ xab-egRwTG"" raises to 0.96",2021-07-02T04:39:48.263Z,162520078826300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:39:37.566Z,162520077756600
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:39:35.307Z,162520077530706
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:39:35.307Z,162520077530705
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (6.11) | #6 ""not Krish @ p0RkKY2sKx"" (14.56) | #10 ""NotNa @ xab-egRwTG"" (29.33)",2021-07-02T04:39:35.307Z,162520077530701
"-- starting hand #56  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:39:35.307Z,162520077530700
"""not Krish @ p0RkKY2sKx"" shows a 5♦, 10♣.",2021-07-02T04:39:31.570Z,162520077157000
"""Zek @ TkiNIriU_5"" shows a 8♥, 8♣.",2021-07-02T04:39:30.849Z,162520077084900
"""NotNa @ xab-egRwTG"" shows a 3♠, 5♠.",2021-07-02T04:39:30.729Z,162520077072900
"-- ending hand #55 --",2021-07-02T04:39:30.252Z,162520077025202
"""NotNa @ xab-egRwTG"" collected 2.10 from pot",2021-07-02T04:39:30.252Z,162520077025201
"Uncalled bet of 1.05 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:39:30.252Z,162520077025200
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:39:29.445Z,162520076944500
"""NotNa @ xab-egRwTG"" bets 1.05",2021-07-02T04:39:28.142Z,162520076814200
"Turn: 7♣, A♠, 6♠ [10♠]",2021-07-02T04:39:21.377Z,162520076137700
"""NotNa @ xab-egRwTG"" calls 0.40",2021-07-02T04:39:20.567Z,162520076056700
"""Zek @ TkiNIriU_5"" bets 0.40",2021-07-02T04:39:18.757Z,162520075875700
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:39:13.662Z,162520075366200
"Flop:  [7♣, A♠, 6♠]",2021-07-02T04:39:08.163Z,162520074816300
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T04:39:07.346Z,162520074734600
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:39:02.063Z,162520074206300
"""Zek @ TkiNIriU_5"" raises to 0.60",2021-07-02T04:38:59.197Z,162520073919700
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:38:54.967Z,162520073496706
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:38:54.967Z,162520073496705
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (7.11) | #6 ""not Krish @ p0RkKY2sKx"" (14.66) | #10 ""NotNa @ xab-egRwTG"" (28.23)",2021-07-02T04:38:54.967Z,162520073496701
"-- starting hand #55  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:38:54.967Z,162520073496700
"""not Krish @ p0RkKY2sKx"" shows a 8♦, 8♣.",2021-07-02T04:38:53.727Z,162520073372700
"""Zek @ TkiNIriU_5"" shows a 2♥, J♠.",2021-07-02T04:38:52.594Z,162520073259400
"-- ending hand #54 --",2021-07-02T04:38:50.662Z,162520073066202
"""not Krish @ p0RkKY2sKx"" collected 1.20 from pot",2021-07-02T04:38:50.662Z,162520073066201
"Uncalled bet of 0.60 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:38:50.662Z,162520073066200
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:38:49.853Z,162520072985300
"""not Krish @ p0RkKY2sKx"" raises to 1.20",2021-07-02T04:38:46.834Z,162520072683400
"""Zek @ TkiNIriU_5"" raises to 0.60",2021-07-02T04:38:43.756Z,162520072375600
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:38:40.922Z,162520072092200
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:38:35.742Z,162520071574206
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:38:35.742Z,162520071574205
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (7.71) | #6 ""not Krish @ p0RkKY2sKx"" (14.06) | #10 ""NotNa @ xab-egRwTG"" (28.23)",2021-07-02T04:38:35.742Z,162520071574201
"-- starting hand #54  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:38:35.742Z,162520071574200
"-- ending hand #53 --",2021-07-02T04:38:32.830Z,162520071283002
"""not Krish @ p0RkKY2sKx"" collected 0.50 from pot",2021-07-02T04:38:32.830Z,162520071283001
"Uncalled bet of 0.20 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:38:32.830Z,162520071283000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:38:32.023Z,162520071202300
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T04:38:31.180Z,162520071118000
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:38:29.929Z,162520070992900
"Flop:  [Q♣, 6♦, K♦]",2021-07-02T04:38:28.610Z,162520070861000
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:38:27.790Z,162520070779000
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:38:26.386Z,162520070638600
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T04:38:23.713Z,162520070371300
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:38:21.328Z,162520070132806
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:38:21.328Z,162520070132805
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (7.91) | #6 ""not Krish @ p0RkKY2sKx"" (13.76) | #10 ""NotNa @ xab-egRwTG"" (28.33)",2021-07-02T04:38:21.328Z,162520070132801
"-- starting hand #53  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:38:21.328Z,162520070132800
"""not Krish @ p0RkKY2sKx"" shows a 5♣, 5♦.",2021-07-02T04:38:17.667Z,162520069766700
"""NotNa @ xab-egRwTG"" shows a J♣, K♠.",2021-07-02T04:38:17.465Z,162520069746500
"-- ending hand #52 --",2021-07-02T04:38:16.997Z,162520069699702
"""NotNa @ xab-egRwTG"" collected 3.60 from pot",2021-07-02T04:38:16.997Z,162520069699701
"Uncalled bet of 1.80 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:38:16.997Z,162520069699700
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:38:16.191Z,162520069619100
"""NotNa @ xab-egRwTG"" bets 1.80",2021-07-02T04:38:13.106Z,162520069310600
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:38:09.684Z,162520068968400
"River: J♥, 7♥, K♦, 9♥ [8♦]",2021-07-02T04:38:07.613Z,162520068761300
"""not Krish @ p0RkKY2sKx"" calls 0.90",2021-07-02T04:38:06.806Z,162520068680600
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:38:03.550Z,162520068355000
"""NotNa @ xab-egRwTG"" bets 0.90",2021-07-02T04:38:02.705Z,162520068270500
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:37:59.444Z,162520067944400
"Turn: J♥, 7♥, K♦ [9♥]",2021-07-02T04:37:55.768Z,162520067576800
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:37:54.961Z,162520067496100
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:37:52.562Z,162520067256200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:37:50.440Z,162520067044000
"Flop:  [J♥, 7♥, K♦]",2021-07-02T04:37:47.556Z,162520066755600
"""Zek @ TkiNIriU_5"" calls 0.60",2021-07-02T04:37:46.733Z,162520066673300
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T04:37:40.024Z,162520066002400
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:37:31.494Z,162520065149400
"""Zek @ TkiNIriU_5"" calls 0.20",2021-07-02T04:37:28.507Z,162520064850700
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:37:26.228Z,162520064622806
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:37:26.228Z,162520064622805
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (8.51) | #6 ""not Krish @ p0RkKY2sKx"" (15.26) | #10 ""NotNa @ xab-egRwTG"" (26.23)",2021-07-02T04:37:26.228Z,162520064622801
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:37:26.228Z,162520064622800
"""NotNa @ xab-egRwTG"" shows a 10♠, 10♦.",2021-07-02T04:37:20.731Z,162520064073100
"-- ending hand #51 --",2021-07-02T04:37:19.679Z,162520063967902
"""not Krish @ p0RkKY2sKx"" collected 15.24 from pot with Pair, K's (combination: K♦, K♠, 10♥, 6♦, 4♥)",2021-07-02T04:37:19.679Z,162520063967901
"""not Krish @ p0RkKY2sKx"" shows a 10♥, K♦.",2021-07-02T04:37:19.679Z,162520063967900
"""NotNa @ xab-egRwTG"" calls 5.00",2021-07-02T04:37:18.867Z,162520063886700
"""not Krish @ p0RkKY2sKx"" bets 5.00",2021-07-02T04:37:14.113Z,162520063411300
"River: K♠, 2♣, 6♦, 4♥ [3♦]",2021-07-02T04:37:07.194Z,162520062719400
"""not Krish @ p0RkKY2sKx"" calls 1.31",2021-07-02T04:37:06.385Z,162520062638500
"""NotNa @ xab-egRwTG"" bets 1.31",2021-07-02T04:37:04.555Z,162520062455500
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:37:01.300Z,162520062130000
"Turn: K♠, 2♣, 6♦ [4♥]",2021-07-02T04:36:58.219Z,162520061821900
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T04:36:57.410Z,162520061741000
"""not Krish @ p0RkKY2sKx"" bets 0.60",2021-07-02T04:36:51.595Z,162520061159500
